yyyy;mm;dd;1;2;3;4;5;6;zz
2005;6;1;2;15;29;32;33;39;22
2005;5;28;6;7;28;29;34;43;16
2005;5;25;22;23;33;43;47;49;3
2005;5;21;2;21;37;40;41;49;4
2005;5;18;1;18;20;26;27;44;34
2005;5;14;14;25;30;35;37;38;29
2005;5;11;2;18;22;46;47;49;27
2005;5;7;6;9;25;29;38;43;44
2005;5;4;3;7;21;24;30;39;19
2005;4;30;8;18;22;31;34;48;4
2005;4;27;5;6;18;27;41;48;29
2005;4;23;4;7;13;21;37;49;48
2005;4;20;6;9;16;20;25;43;1
2005;4;16;1;18;19;24;26;36;38
2005;4;13;15;22;26;28;36;42;29
2005;4;9;11;29;30;32;39;40;41
2005;4;6;6;14;28;32;43;47;45
2005;4;2;5;8;18;37;43;49;22
2005;3;30;1;3;7;14;40;46;19
2005;3;26;2;7;21;34;35;48;32
2005;3;23;18;21;32;33;45;48;14
2005;3;19;4;5;7;9;48;49;23
2005;3;16;4;6;16;29;33;40;38
2005;3;12;2;3;6;20;24;39;42
2005;3;9;7;16;27;33;35;44;31
2005;3;5;5;8;16;26;43;47;49
2005;3;2;9;24;25;27;35;39;7
2005;2;26;1;7;16;23;25;37;44
2005;2;23;20;34;37;38;39;45;29
2005;2;19;9;26;36;41;42;45;29
2005;2;16;1;6;10;19;22;46;11
2005;2;12;16;27;31;33;36;41;44
2005;2;9;10;15;19;39;44;46;20
2005;2;5;7;11;17;18;21;42;12
2005;2;2;6;22;26;30;36;44;19
2005;1;29;9;14;21;23;28;36;47
2005;1;26;4;24;32;36;42;45;31
2005;1;22;2;4;23;35;39;47;29
2005;1;19;7;8;14;36;39;45;22
2005;1;15;6;17;28;37;41;45;10
2005;1;12;3;5;6;10;30;45;1
2005;1;8;2;5;14;35;39;42;25
2005;1;5;1;11;20;24;26;41;45
2005;1;1;2;21;22;27;36;44;38
2004;12;29;4;5;25;26;28;39;30
2004;12;25;9;13;22;41;47;48;44
2004;12;22;5;15;16;19;20;43;2
2004;12;18;1;10;12;16;22;30;35
2004;12;15;6;13;19;34;45;48;5
2004;12;11;3;7;9;33;35;42;30
2004;12;8;4;14;15;25;30;32;13
2004;12;4;2;8;17;36;38;40;29
2004;12;1;3;10;13;28;38;45;21
2004;11;27;18;27;36;39;41;47;13
2004;11;24;7;8;31;35;36;49;42
2004;11;20;7;18;19;33;46;49;31
2004;11;17;5;15;17;24;26;43;37
2004;11;13;5;27;41;42;43;46;16
2004;11;10;7;8;19;25;28;45;16
2004;11;6;16;24;33;36;45;47;42
2004;11;3;5;8;15;22;35;48;7
2004;10;30;10;27;30;39;40;47;34
2004;10;27;7;27;29;31;37;38;12
2004;10;23;26;29;32;34;40;48;49
2004;10;20;6;7;10;18;35;43;38
2004;10;16;6;7;21;23;28;29;4
2004;10;13;11;12;13;20;32;42;10
2004;10;9;11;15;21;22;27;47;34
2004;10;6;9;23;29;37;39;43;2
2004;10;2;11;19;28;29;42;45;22
2004;9;29;1;14;28;29;43;45;18
2004;9;25;5;7;28;33;39;42;37
2004;9;22;2;6;12;14;28;40;27
2004;9;18;1;5;17;22;26;41;7
2004;9;15;1;26;27;28;29;31;23
2004;9;11;6;10;12;16;17;31;35
2004;9;8;3;9;20;38;39;45;30
2004;9;4;1;3;4;11;19;40;5
2004;9;1;17;31;32;41;42;43;26
2004;8;28;1;12;21;31;36;40;10
2004;8;25;2;5;13;19;30;47;14
2004;8;21;1;6;21;27;31;47;35
2004;8;18;5;7;8;14;23;33;37
2004;8;14;3;12;37;40;48;49;30
2004;8;11;12;18;23;27;32;46;48
2004;8;7;5;7;26;35;39;45;28
2004;8;4;8;17;19;33;43;45;1
2004;7;31;3;6;9;33;44;48;38
2004;7;28;3;13;30;35;41;49;40
2004;7;24;2;9;13;27;37;48;47
2004;7;21;10;11;38;43;45;47;21
2004;7;17;10;23;24;25;27;41;17
2004;7;14;6;7;8;34;42;48;21
2004;7;10;2;4;31;39;40;46;21
2004;7;7;4;11;12;26;41;45;20
2004;7;3;4;16;17;20;36;49;44
2004;6;30;6;8;15;27;33;34;7
2004;6;26;18;30;31;33;35;40;38
2004;6;23;8;13;14;19;39;44;45
2004;6;19;19;22;26;27;31;40;43
2004;6;16;2;11;14;22;34;47;7
2004;6;12;3;6;12;13;30;36;45
2004;6;9;5;11;16;28;32;40;10
2004;6;5;15;19;31;34;41;44;4
2004;6;2;10;17;32;38;41;43;37
2004;5;29;3;4;14;18;24;40;37
2004;5;26;8;12;17;21;35;40;3
2004;5;22;5;18;26;31;43;44;14
2004;5;19;3;13;19;24;27;44;29
2004;5;15;3;8;23;29;32;34;43
2004;5;12;5;7;13;23;28;38;1
2004;5;8;4;11;33;37;43;44;13
2004;5;5;6;12;25;31;41;46;2
2004;5;1;8;9;22;27;29;49;1
2004;4;28;25;29;34;43;45;48;15
2004;4;24;1;13;30;33;37;40;29
2004;4;21;1;3;32;33;46;47;25
2004;4;17;18;24;26;29;32;33;27
2004;4;14;4;12;13;38;43;47;19
2004;4;10;3;5;25;43;47;49;40
2004;4;7;4;6;10;33;34;45;16
2004;4;3;1;2;10;16;30;43;6
2004;3;31;13;20;22;23;25;35;47
2004;3;27;26;28;30;40;47;49;13
2004;3;24;3;8;9;11;31;44;41
2004;3;20;3;10;16;24;27;32;11
2004;3;17;1;12;15;21;29;34;23
2004;3;13;6;20;21;28;32;48;30
2004;3;10;4;8;17;38;40;47;45
2004;3;6;1;3;24;37;38;46;20
2004;3;3;20;22;29;44;46;49;5
2004;2;28;1;6;18;24;29;38;41
2004;2;25;5;11;13;21;28;49;30
2004;2;21;5;9;14;28;38;49;26
2004;2;18;20;27;30;40;46;48;19
2004;2;14;23;25;32;35;37;46;48
2004;2;11;4;17;27;28;34;39;32
2004;2;7;14;17;20;23;26;28;37
2004;2;4;1;2;16;21;31;41;11
2004;1;31;16;22;30;32;48;49;11
2004;1;28;15;17;18;27;33;38;7
2004;1;24;9;12;14;20;26;48;39
2004;1;21;5;22;29;30;33;49;45
2004;1;17;20;28;34;35;40;49;19
2004;1;14;5;17;19;21;23;28;22
2004;1;10;9;13;14;33;42;45;48
2004;1;7;10;12;24;44;45;49;22
2004;1;3;5;15;16;37;41;48;3
2003;12;31;4;6;22;31;39;47;45
2003;12;27;7;17;24;35;36;40;28
2003;12;24;4;6;9;14;27;31;10
2003;12;20;2;24;30;31;37;43;13
2003;12;17;5;11;14;20;39;40;15
2003;12;13;5;11;26;29;30;44;46
2003;12;10;1;9;15;24;30;43;7
2003;12;6;20;24;33;35;41;43;44
2003;12;3;9;16;18;41;47;48;43
2003;11;29;4;8;28;31;48;49;7
2003;11;26;5;26;27;28;29;37;25
2003;11;22;5;8;25;31;37;39;47
2003;11;19;5;10;18;27;32;39;41
2003;11;15;4;19;22;33;36;38;40
2003;11;12;10;14;25;36;41;46;44
2003;11;8;16;27;31;41;44;47;25
2003;11;5;8;10;13;27;32;48;15
2003;11;1;4;18;21;22;32;43;35
2003;10;29;9;11;20;25;43;47;15
2003;10;25;24;25;27;35;38;49;2
2003;10;22;1;6;8;19;26;44;2
2003;10;18;4;15;32;35;37;41;27
2003;10;15;1;4;24;31;32;33;13
2003;10;11;7;28;31;33;35;47;45
2003;10;8;8;15;16;34;40;46;3
2003;10;4;11;16;19;25;30;49;12
2003;10;1;5;9;14;18;32;38;20
2003;9;27;7;17;35;39;40;44;14
2003;9;24;17;20;22;25;43;46;29
2003;9;20;3;11;26;27;34;47;46
2003;9;17;3;13;23;34;35;48;15
2003;9;13;11;18;19;22;25;42;37
2003;9;10;17;19;20;35;40;48;3
2003;9;6;4;8;15;16;18;26;19
2003;9;3;4;5;9;16;18;43;23
2003;8;30;7;19;25;33;42;49;8
2003;8;27;5;8;19;23;35;48;24
2003;8;23;2;6;7;15;31;34;32
2003;8;20;24;38;42;44;45;48;23
2003;8;16;4;12;14;17;38;45;39
2003;8;13;3;6;9;18;27;48;23
2003;8;9;1;2;11;12;31;34;25
2003;8;6;7;17;25;35;38;45;1
2003;8;2;1;2;3;12;15;21;14
2003;7;30;8;17;37;39;40;45;19
2003;7;26;6;7;18;31;36;37;46
2003;7;23;2;15;17;41;42;49;46
2003;7;19;15;18;24;28;30;44;17
2003;7;16;5;10;15;23;29;33;2
2003;7;12;4;5;21;25;28;47;18
2003;7;9;2;7;9;36;42;46;12
2003;7;5;2;8;10;39;45;46;40
2003;7;2;1;14;20;29;45;46;16
2003;6;28;9;13;14;16;28;47;48
2003;6;25;5;10;11;27;39;48;21
2003;6;21;17;19;23;26;34;47;11
2003;6;18;10;12;13;24;37;41;4
2003;6;14;2;5;21;23;38;48;39
2003;6;11;6;20;22;31;38;49;47
2003;6;7;2;34;37;38;41;44;11
2003;6;4;3;11;32;34;36;43;46
2003;5;31;12;21;24;26;29;38;10
2003;5;28;8;20;31;39;40;46;37
2003;5;24;3;14;15;28;33;46;4
2003;5;21;10;19;28;29;33;35;43
2003;5;17;1;10;22;35;37;44;3
2003;5;14;15;25;28;38;40;45;47
2003;5;10;7;9;11;13;20;38;2
2003;5;7;9;12;13;25;29;33;31
2003;5;3;5;14;23;32;41;48;27
2003;4;30;17;22;23;26;30;45;10
2003;4;26;8;17;24;26;31;45;6
2003;4;23;5;6;9;14;25;46;42
2003;4;19;3;4;10;16;31;46;43
2003;4;16;4;5;8;34;35;42;49
2003;4;12;13;14;27;32;34;40;20
2003;4;9;5;11;17;20;39;48;44
2003;4;5;1;3;9;19;42;47;44
2003;4;2;1;14;16;17;19;21;41
2003;3;29;14;16;18;22;43;46;9
2003;3;26;15;16;25;32;37;44;47
2003;3;22;17;28;36;44;45;47;33
2003;3;19;9;16;20;23;33;37;13
2003;3;15;7;13;33;42;46;47;49
2003;3;12;6;7;19;33;34;37;30
2003;3;8;12;14;17;39;45;46;26
2003;3;5;4;20;26;36;43;49;12
2003;3;1;10;14;18;30;40;45;39
2003;2;26;10;11;14;17;19;39;25
2003;2;22;8;22;23;31;35;49;26
2003;2;19;19;23;24;34;40;43;45
2003;2;15;4;6;12;18;24;30;36
2003;2;12;10;31;33;35;41;42;48
2003;2;8;8;25;32;33;38;48;49
2003;2;5;8;11;12;23;35;47;7
2003;2;1;20;36;38;43;44;47;22
2003;1;29;24;27;30;33;35;47;11
2003;1;25;6;9;13;18;37;47;10
2003;1;22;2;14;19;27;40;44;30
2003;1;18;6;17;35;39;41;49;19
2003;1;15;3;5;29;37;42;49;13
2003;1;11;9;12;32;38;43;48;44
2003;1;8;2;27;30;31;32;37;21
2003;1;4;6;17;18;19;24;44;46
2003;1;1;11;14;36;41;42;45;32
2002;12;28;13;17;24;27;35;42;1
2002;12;25;6;14;17;25;34;49;3
2002;12;21;11;12;19;22;41;48;7
2002;12;18;24;30;36;37;44;48;13
2002;12;14;3;6;13;17;22;38;36
2002;12;11;9;11;23;32;33;39;8
2002;12;7;6;8;9;24;34;40;46
2002;12;4;3;6;9;26;30;46;25
2002;11;30;7;9;10;11;43;47;14
2002;11;27;18;21;23;32;39;44;17
2002;11;23;12;16;32;34;43;44;3
2002;11;20;22;24;26;31;40;49;14
2002;11;16;3;7;13;14;24;44;36
2002;11;13;6;8;19;26;34;47;10
2002;11;9;1;24;27;32;38;43;18
2002;11;6;21;23;29;33;43;44;45
2002;11;2;5;7;17;30;34;44;12
2002;10;30;7;25;30;31;34;49;41
2002;10;26;15;16;30;34;41;43;23
2002;10;23;1;5;13;14;31;37;30
2002;10;19;1;21;28;34;42;43;48
2002;10;16;9;11;21;25;37;40;26
2002;10;12;6;7;12;16;17;35;1
2002;10;9;7;19;31;34;37;42;46
2002;10;5;1;11;26;30;33;39;4
2002;10;2;4;18;21;27;38;46;30
2002;9;28;6;10;12;28;29;40;24
2002;9;25;3;4;7;25;36;38;44
2002;9;21;8;11;14;36;37;48;38
2002;9;18;20;24;25;37;39;49;26
2002;9;14;8;20;23;27;30;39;15
2002;9;11;12;23;24;25;28;45;44
2002;9;7;16;17;18;19;29;37;34
2002;9;4;27;29;34;38;41;44;42
2002;8;31;21;35;39;40;41;43;16
2002;8;28;13;22;34;36;37;44;19
2002;8;24;3;16;19;25;27;34;24
2002;8;21;9;15;22;26;34;41;33
2002;8;17;4;5;7;20;29;44;1
2002;8;14;1;11;18;22;26;31;49
2002;8;10;9;10;13;26;31;34;15
2002;8;7;4;9;14;38;41;45;1
2002;8;3;5;7;18;26;27;44;21
2002;7;31;4;12;16;26;34;40;20
2002;7;27;8;10;26;39;40;41;22
2002;7;24;11;12;18;19;41;42;21
2002;7;20;3;11;24;31;34;36;35
2002;7;17;14;21;26;27;28;39;37
2002;7;13;1;2;21;30;36;43;20
2002;7;10;4;17;25;40;47;48;8
2002;7;6;6;13;16;19;39;45;15
2002;7;3;7;9;12;13;14;49;28
2002;6;29;5;6;25;29;30;44;35
2002;6;26;11;21;32;41;42;46;43
2002;6;22;7;8;10;18;27;49;25
2002;6;19;13;14;30;37;41;42;15
2002;6;15;5;16;23;36;37;39;17
2002;6;12;17;23;29;36;41;43;27
2002;6;8;6;11;28;34;38;46;29
2002;6;5;16;25;28;41;44;47;17
2002;6;1;3;7;11;18;36;48;13
2002;5;29;1;5;7;14;22;42;30
2002;5;25;1;5;7;19;22;31;34
2002;5;22;4;8;21;25;33;41;36
2002;5;18;9;15;34;38;43;44;1
2002;5;15;13;23;26;27;34;46;37
2002;5;11;14;16;29;40;43;46;12
2002;5;8;4;35;36;38;43;46;44
2002;5;4;32;34;38;39;47;49;10
2002;5;1;1;8;11;22;26;42;17
2002;4;27;1;6;8;10;21;42;5
2002;4;24;4;15;42;43;46;48;40
2002;4;20;6;7;11;39;42;49;32
2002;4;17;3;4;13;34;43;47;46
2002;4;13;9;18;27;29;33;36;49
2002;4;10;9;13;16;18;38;41;32
2002;4;6;5;7;17;23;24;46;16
2002;4;3;8;13;16;20;33;37;30
2002;3;30;4;8;37;38;43;44;21
2002;3;27;1;5;8;27;36;48;49
2002;3;23;10;15;17;18;47;48;44
2002;3;20;4;9;13;35;40;44;10
2002;3;16;2;7;25;27;39;44;34
2002;3;13;30;31;32;33;37;43;5
2002;3;9;4;5;38;40;43;44;42
2002;3;6;7;11;22;25;33;44;9
2002;3;2;4;20;28;30;47;49;37
2002;2;27;4;17;25;32;37;45;42
2002;2;23;7;22;23;38;47;49;10
2002;2;20;2;11;22;25;38;40;14
2002;2;16;1;8;9;29;33;48;2
2002;2;13;1;5;6;11;17;45;28
2002;2;9;7;10;21;31;41;45;32
2002;2;6;6;18;25;33;34;45;1
2002;2;2;3;18;27;31;36;47;35
2002;1;30;7;13;29;39;42;46;16
2002;1;26;1;11;12;26;42;47;35
2002;1;23;21;31;32;34;38;46;42
2002;1;19;2;8;16;20;42;46;40
2002;1;16;19;22;25;26;28;42;45
2002;1;12;3;11;13;25;30;37;26
2002;1;9;4;24;37;39;43;47;26
2002;1;5;12;24;27;29;43;49;15
2002;1;2;13;21;25;34;35;46;38
2001;12;29;2;8;11;44;46;48;32
2001;12;26;2;22;23;28;40;49;3
2001;12;22;12;18;25;47;48;49;29
2001;12;19;1;19;24;43;44;46;25
2001;12;15;19;27;31;39;40;44;42
2001;12;12;1;15;19;30;40;47;2
2001;12;8;1;4;20;29;33;35;49
2001;12;5;3;5;18;25;46;48;29
2001;12;1;2;10;33;37;40;41;38
2001;11;28;7;22;25;36;37;48;29
2001;11;24;7;20;26;30;40;42;14
2001;11;21;14;25;34;43;44;46;3
2001;11;17;1;2;4;30;38;40;46
2001;11;14;2;3;15;22;27;42;28
2001;11;10;2;14;15;16;20;26;37
2001;11;7;3;4;7;10;17;22;20
2001;11;3;3;5;7;24;26;42;21
2001;10;31;11;18;23;26;36;38;44
2001;10;27;4;18;22;23;27;37;21
2001;10;24;4;26;27;32;40;48;2
2001;10;20;3;8;11;37;40;42;15
2001;10;17;7;23;34;35;37;42;31
2001;10;13;2;9;10;15;25;38;4
2001;10;10;7;33;37;41;47;49;17
2001;10;6;6;9;25;30;41;42;7
2001;10;3;11;17;20;33;43;49;6
2001;9;29;8;20;23;27;28;41;9
2001;9;26;1;17;21;23;28;46;45
2001;9;22;12;28;32;33;36;48;1
2001;9;19;4;10;23;24;25;30;42
2001;9;15;12;19;26;27;33;38;13
2001;9;12;4;18;23;26;43;44;7
2001;9;8;2;4;6;12;28;40;36
2001;9;5;1;9;25;33;38;44;16
2001;9;1;1;6;25;27;35;38;47
2001;8;29;6;16;22;28;34;35;1
2001;8;25;2;15;28;30;32;41;44
2001;8;22;3;11;25;35;36;48;15
2001;8;18;6;7;12;26;29;44;43
2001;8;15;10;11;23;31;35;47;48
2001;8;11;2;14;22;24;28;34;38
2001;8;8;10;17;20;22;40;41;15
2001;8;4;6;10;17;29;35;47;7
2001;8;1;9;30;32;34;41;48;21
2001;7;28;2;6;18;22;23;27;39
2001;7;25;6;12;13;32;37;39;40
2001;7;21;21;25;33;37;38;44;10
2001;7;18;11;12;31;34;44;45;47
2001;7;14;6;18;22;23;31;38;7
2001;7;11;1;8;12;27;39;45;25
2001;7;7;11;22;37;39;40;42;16
2001;7;4;2;17;31;34;37;43;39
2001;6;30;6;12;14;16;27;43;37
2001;6;27;13;17;20;24;27;47;45
2001;6;23;6;18;29;35;40;42;44
2001;6;20;1;2;5;8;25;27;26
2001;6;16;4;17;22;25;32;36;43
2001;6;13;6;15;17;20;34;41;9
2001;6;9;2;6;15;31;48;49;42
2001;6;6;8;9;26;34;42;47;28
2001;6;2;8;13;23;34;35;39;7
2001;5;30;16;26;27;35;47;48;42
2001;5;26;2;8;13;22;42;43;14
2001;5;23;13;15;31;40;44;46;2
2001;5;19;1;9;10;11;15;34;48
2001;5;16;2;16;19;23;33;35;24
2001;5;12;1;7;28;29;31;46;16
2001;5;9;4;16;17;26;30;36;21
2001;5;5;29;36;41;42;44;49;11
2001;5;2;2;12;14;24;31;44;43
2001;4;28;3;7;14;33;35;38;11
2001;4;25;9;13;20;26;31;42;4
2001;4;21;2;7;18;25;27;48;39
2001;4;18;1;6;17;19;29;48;47
2001;4;14;2;9;11;21;24;42;32
2001;4;11;4;12;24;28;33;36;35
2001;4;7;3;9;33;36;37;38;32
2001;4;4;4;12;21;22;24;31;34
2001;3;31;2;10;14;15;28;44;13
2001;3;28;14;19;24;25;31;41;46
2001;3;24;9;11;30;36;45;49;25
2001;3;21;11;22;26;28;45;49;33
2001;3;17;5;25;33;41;44;49;1
2001;3;14;22;26;32;38;39;45;37
2001;3;10;10;15;21;25;38;48;14
2001;3;7;1;6;17;29;32;44;48
2001;3;3;9;34;41;42;43;46;19
2001;2;28;16;23;30;33;38;49;7
2001;2;24;4;21;23;29;47;48;16
2001;2;21;4;5;10;22;25;26;24
2001;2;17;12;13;16;21;33;49;5
2001;2;14;2;25;26;31;34;48;23
2001;2;10;32;34;39;41;42;44;49
2001;2;7;1;5;10;26;31;40;28
2001;2;3;3;12;15;28;35;37;47
2001;1;31;14;16;19;24;30;33;28
2001;1;27;2;12;13;38;40;43;16
2001;1;24;6;7;9;18;38;46;31
2001;1;20;1;3;28;47;48;49;26
2001;1;17;11;12;20;43;45;49;22
2001;1;13;4;6;28;31;37;46;10
2001;1;10;3;4;15;24;27;28;38
2001;1;6;8;12;17;26;37;42;31
2001;1;3;13;19;21;34;36;46;38
2000;12;30;2;5;7;17;27;47;46
2000;12;27;11;13;24;27;41;48;42
2000;12;23;11;13;18;20;28;33;2
2000;12;20;6;7;24;26;35;38;25
2000;12;16;11;24;27;31;40;48;42
2000;12;13;5;15;17;23;26;37;19
2000;12;9;4;11;15;26;33;40;30
2000;12;6;8;9;29;30;33;43;16
2000;12;2;4;32;42;43;45;46;35
2000;11;25;4;10;14;37;43;48;12
2000;11;18;1;6;8;23;37;47;49
2000;11;11;24;26;27;39;41;49;33
2000;11;4;17;22;37;43;46;48;26
2000;10;28;5;11;13;29;35;49;47
2000;10;21;10;21;24;30;32;33;29
2000;10;14;2;26;37;38;39;47;11
2000;10;7;1;3;26;32;38;48;27
2000;9;30;1;2;7;10;11;35;31
2000;9;23;9;18;26;35;39;45;29
2000;9;16;4;10;18;20;25;43;40
2000;9;9;16;29;39;40;41;47;17
2000;9;2;22;23;25;32;35;36;31
2000;8;26;1;4;27;28;43;46;19
2000;8;19;1;20;25;31;32;39;19
2000;8;12;16;19;26;32;38;39;5
2000;8;5;16;18;21;26;32;47;1
2000;7;29;5;13;27;28;32;33;45
2000;7;22;2;9;14;38;40;44;4
2000;7;15;3;9;24;28;31;38;22
2000;7;8;2;8;11;15;17;35;23
2000;7;1;16;18;24;29;36;44;25
2000;6;24;6;13;28;29;42;43;31
2000;6;17;24;28;32;40;46;49;39
2000;6;10;1;25;33;35;37;44;30
2000;6;3;9;21;25;27;39;40;6
2000;5;27;9;16;26;29;35;40;48
2000;5;20;19;31;32;36;40;49;45
2000;5;13;5;6;25;29;37;43;32
2000;5;6;4;9;16;34;38;40;45
2000;4;29;7;14;30;36;38;39;45
2000;4;22;15;16;21;25;32;33;30
2000;4;15;1;7;11;13;15;25;43
2000;4;8;5;16;22;41;44;45;31
2000;4;1;1;11;17;25;42;48;33
2000;3;25;20;33;36;38;39;43;41
2000;3;18;2;4;5;8;29;42;20
2000;3;11;7;12;26;42;44;49;34
2000;3;4;5;13;14;22;29;32;39
2000;2;26;3;5;11;27;32;36;43
2000;2;19;9;10;15;17;20;40;27
2000;2;12;4;11;20;24;33;48;46
2000;2;5;12;23;26;27;31;43;38
2000;1;29;19;21;30;34;41;45;16
2000;1;22;10;15;25;28;30;40;32
2000;1;15;22;31;32;33;35;38;14
2000;1;8;4;6;20;29;31;37;33
2000;1;1;1;2;12;30;40;47;41
1999;12;25;5;18;23;24;30;33;1
1999;12;18;2;6;17;20;25;38;35
1999;12;11;6;7;19;22;46;47;3
1999;12;4;4;19;28;43;44;46;48
1999;11;27;2;5;24;37;43;48;20
1999;11;20;1;7;8;9;24;41;36
1999;11;13;14;19;23;27;30;47;34
1999;11;6;5;7;12;25;34;49;46
1999;10;30;1;10;14;23;45;49;7
1999;10;23;3;5;22;27;34;35;20
1999;10;16;3;4;7;12;30;42;10
1999;10;9;6;17;19;20;29;44;25
1999;10;2;10;19;27;35;42;45;8
1999;9;25;12;18;22;25;29;42;44
1999;9;18;21;24;28;35;44;45;37
1999;9;11;1;14;19;34;35;36;9
1999;9;4;17;19;24;30;34;35;26
1999;8;28;1;14;21;28;43;47;11
1999;8;21;4;9;20;23;24;41;34
1999;8;14;19;22;33;40;42;49;27
1999;8;7;9;20;21;27;33;42;48
1999;7;31;3;16;21;29;33;44;18
1999;7;24;27;28;31;34;35;49;30
1999;7;17;3;11;22;36;43;44;33
1999;7;10;3;5;15;30;38;44;9
1999;7;3;6;15;23;24;25;32;31
1999;6;26;1;14;16;18;48;49;5
1999;6;19;12;30;31;34;35;49;15
1999;6;12;12;13;24;25;41;42;49
1999;6;5;5;19;21;31;43;48;32
1999;5;29;1;11;12;13;42;43;37
1999;5;22;14;18;33;35;39;41;24
1999;5;15;11;28;40;42;46;49;44
1999;5;8;3;16;17;23;39;47;24
1999;5;1;9;12;13;24;26;48;27
1999;4;24;4;18;25;29;34;36;35
1999;4;17;6;7;36;39;42;46;17
1999;4;10;2;3;4;5;6;26;16
1999;4;3;2;11;20;29;35;46;47
1999;3;27;1;8;18;29;32;38;20
1999;3;20;12;15;25;29;30;44;7
1999;3;13;1;11;19;20;24;34;6
1999;3;6;3;18;27;38;44;49;36
1999;2;27;12;15;20;22;26;32;4
1999;2;20;1;9;13;23;46;48;36
1999;2;13;3;29;35;38;43;49;37
1999;2;6;13;29;37;38;45;48;33
1999;1;30;4;5;18;20;22;41;40
1999;1;23;10;15;25;27;32;46;49
1999;1;16;18;26;30;32;40;46;33
1999;1;9;4;6;11;17;20;48;23
1999;1;2;4;12;19;27;41;45;48
1998;12;26;19;20;24;29;43;45;30
1998;12;19;7;14;19;29;32;33;6
1998;12;12;7;10;17;25;28;41;24
1998;12;5;9;22;31;35;43;48;20
1998;11;28;10;17;28;33;34;38;16
1998;11;21;2;11;21;31;36;41;28
1998;11;14;7;25;27;32;33;41;38
1998;11;7;1;4;19;23;31;32;38
1998;10;31;2;5;6;24;26;44;12
1998;10;24;1;7;19;26;31;38;3
1998;10;17;1;5;28;32;35;36;27
1998;10;10;4;27;29;31;39;41;6
1998;10;3;18;23;29;32;40;44;15
1998;9;26;1;5;7;12;13;36;10
1998;9;19;9;20;26;27;32;48;40
1998;9;12;9;28;29;38;46;49;3
1998;9;5;8;15;32;41;45;48;11
1998;8;29;3;7;11;26;42;43;14
1998;8;22;5;24;36;38;40;47;49
1998;8;15;6;19;20;30;46;48;5
1998;8;8;7;11;15;22;37;39;42
1998;8;1;3;20;21;38;39;43;8
1998;7;25;9;13;14;34;38;49;16
1998;7;18;2;19;30;31;37;42;9
1998;7;11;2;10;14;38;41;49;11
1998;7;4;14;16;23;25;30;36;28
1998;6;27;1;6;11;12;16;20;17
1998;6;20;19;27;29;31;38;44;36
1998;6;13;6;8;14;20;27;34;38
1998;6;6;5;15;21;32;34;35;38
1998;5;30;4;9;15;22;38;45;41
1998;5;23;11;13;22;27;33;48;35
1998;5;16;5;15;22;36;37;43;17
1998;5;9;1;3;14;21;22;47;35
1998;5;2;18;32;34;38;40;48;9
1998;4;25;8;33;38;44;47;49;9
1998;4;18;3;11;24;45;46;49;29
1998;4;11;8;23;31;33;35;39;44
1998;4;4;3;17;39;41;42;48;32
1998;3;28;2;8;10;11;22;35;46
1998;3;21;5;9;16;38;40;41;44
1998;3;14;1;12;22;31;39;45;30
1998;3;7;12;18;23;25;40;44;38
1998;2;28;24;33;36;44;45;49;16
1998;2;21;2;13;29;37;47;49;21
1998;2;14;10;11;17;32;36;49;35
1998;2;7;12;36;40;42;44;48;39
1998;1;31;5;6;17;23;27;47;18
1998;1;24;14;22;25;35;44;48;33
1998;1;17;15;30;31;32;41;48;9
1998;1;10;2;19;29;36;43;49;34
1998;1;3;12;15;16;20;29;45;26
1997;12;27;4;12;17;41;42;47;22
1997;12;20;14;19;34;35;39;42;17
1997;12;13;3;9;22;23;40;41;6
1997;12;6;1;13;15;34;40;49;41
1997;11;29;1;11;14;16;36;48;3
1997;11;22;10;33;36;39;47;48;20
1997;11;15;7;10;11;12;35;43;2
1997;11;8;1;15;26;27;28;32;25
1997;11;1;4;9;18;28;33;49;40
1997;10;25;16;21;31;46;47;48;41
1997;10;18;2;10;25;29;30;42;43
1997;10;11;5;6;29;30;32;45;13
1997;10;4;9;13;23;27;38;40;29
1997;9;27;11;15;16;34;40;43;38
1997;9;20;6;12;16;36;37;48;31
1997;9;13;10;16;35;36;37;44;28
1997;9;6;6;7;15;24;44;47;19
1997;8;30;8;13;18;29;35;49;41
1997;8;23;6;11;24;27;31;45;9
1997;8;16;14;39;40;43;45;48;29
1997;8;9;10;12;16;30;39;42;31
1997;8;2;3;8;21;26;33;42;41
1997;7;26;4;6;15;25;35;49;21
1997;7;19;8;10;11;18;23;45;36
1997;7;12;6;15;29;30;38;47;34
1997;7;5;3;14;23;26;36;46;38
1997;6;28;4;13;27;29;30;47;38
1997;6;21;2;15;18;27;29;43;17
1997;6;14;9;16;17;29;37;44;5
1997;6;7;4;9;14;41;45;47;3
1997;5;31;2;10;15;26;32;37;8
1997;5;24;6;8;14;23;26;46;22
1997;5;17;3;4;29;35;38;49;16
1997;5;10;1;8;11;19;47;49;37
1997;5;3;3;13;14;15;21;31;2
1997;4;26;9;14;24;27;33;36;28
1997;4;19;2;24;25;26;41;46;16
1997;4;12;7;13;18;22;26;36;10
1997;4;5;26;27;33;38;40;46;8
1997;3;29;18;23;26;28;44;49;35
1997;3;22;6;8;11;15;31;32;45
1997;3;15;2;7;8;27;31;41;32
1997;3;8;3;9;31;43;46;49;33
